,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
3077,방과후교실 과학 실험 및 탐구,구립용두청소년독서실,구립용두청소년독서실 7층 강당,"주1회 초등 저학년반 1시간과 초등 고학년반 1시간, 모두 2시간 수업을 진행하시게 됩니다. 
과학관련 전반적인 수업내용의 실험 위주의 수업을 하고있습니다.
예를 들면, 계면 활성제의 화학반응, 물리 화학적 기체반응, 양초 연소 실험, 화산 폭발 실험, 설탕뱀 실험 등등.. 의 수업이 진행되고 있습니다.
과학을 사랑하고 아이들을 가르치고자 하는 열정이 넘치는  선생님과 오랜동안 함께하고 싶습니다.
",20180711,20181005,20180711 ~ 20181005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,동대문구,서울특별시 동대문구 용두동 231-4번지 3층,37.5785945,127.02964820000001
3078,어르신문화프로그램 활동보조,대전중구문화원,중구문화원,"일시 : 2018. 8. 6(월)~11. 9(금) 09:00~18:00  매주 월, 금 (8시간 인정)
장소 : 중구문화원 사무국
모집인원 : 1명 (성인 및 대학생)
활동내용 : 중구문화원내의 어르신문화프로그램 운영 활동보조 및 주변 환경정리 지원등 
문의 : 대전중구문화원 김영자 부장  042-256-3684
",20180723,20181005,20180806 ~ 20181029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,대전광역시,중구,대전광역시 중구 대흥로 109 대전중구문화원,,
3079,생명존중 인식개선 캠페인,서서울생명의전화,지역사회,"생명존중 실천 사례 글 쓰고 가족과 함께 나누며 캠페인 참여하기
참가문의: 서서울생명의전화 02-2649-9233
봉사활동 신청은 달빛소나타 생명사랑  홈페이지에서 직접 하셔야합니다  moonlight.or.kr
",20180726,20181005,20180726 ~ 20181005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,서울특별시,양천구,서울특별시 양천구 목동동로 233-1 현대드림타워 1721호 서서울생명의전화,37.5274468,126.87155220000001
3080,"서울 대효 요양병원 어르신 프로그램 보조, 말벗, 손마사지 등",서울대효요양병원,"고읍남로 36, 골든스퀘어 3~6층","*경기도교육청 [2018 경기도교육청 학생봉사활동 운영계획] 에 따라 학교에서 봉사활동이 인정 안 될 수 있습니다. 학생 봉사활동의 최종 봉사시간 인정여부는 학교장이 승인

*봉사활동 시간은 한 만큼 인정됩니다. 사정에 따라 시간이 변동될 수 있음을 양해 바랍니다.

● 일시 : 상시 매주 토요일 
● 장소 : 고읍남로 36, 골든스퀘어 3~6층
● 모집인원 : 1일 1명~2명 
● 활동내용 : 어르신 미술치료 프로그램 보조, 말벗, 마사지, 등 ",20180730,20181005,20180804 ~ 20181006,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,양주시,"고읍남로 36, 골든스퀘어 3~6층",37.5511584,126.8356976
3081,강북노인복지센터에서 자원봉사자를 모집합니다.,강북노인복지센터,강북노인복지센터,"*일시:2018.7.6-2018.10.05 / 09:00-17:00 / 월,화,수,목,금,토,일 
*장소:강북노인복지센터 기관내 (동천동)
*내용:활동보조 및 환경미화,재능기부 *자격조건:고등학생이상
*인정시간:4시간 인정
*기타문의:강북노인복지센터 053 314 0690",20180706,20181006,20180706 ~ 20181006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,대구광역시,북구,대구광역시 북구 팔거천동로 206 401호,35.942400299999996,128.5584294
3082,다양한 체험학습+봉사를 통하여 오감을 발달시키는 활동(체험학습은10인미만신청은 행사취소),(사)부산밥퍼나눔공동체,"1,시청녹음광장. 2. 신호텃밭(신호활어회센터)","체험학습과 봉사를 통하여 인지및 오감을 발달시키는 활동을 합니다.
1. 토요일 체험할동+봉사 안내
체험+봉사장소: 시청 녹음광장
체험+봉사시간:  9시부터~ 1시
체험종류: 매주 변경 예정입니다.(토피어리,압화,새싹삼,보존화,정원가꾸기,등등)
봉사종류: 어르신무료급식 입니다.
체험과봉사참여비: 체험학습재료비와 무료급식식재료비 후원금 입니다
                          (체험+봉사 ""인당 만오천원"")
                            체험학습은 10명미만신청은 행사가진행되지 않습니다.(봉사는 가능합니다.)
                                 계좌번호: 새마을금고 9002-1694-7133-8 함께사는사람들
상담문의: 진명희실장 010-4857-9821

2. 일요일 체험할동+봉사 안내
체험+봉사장소: 신호텃밭(신호활어회센터옆)
체험+봉사시간:  9시부터~ 1시
체험종류: 매주 변경 예정입니다.(토피어리,압화,새싹삼,보존화,정원가꾸기,등등)
봉사종류: 텃밭가꾸기,모종심기,풀뽑기,물주기, 고구마캐기,등등
체험과봉사참여비: 체험학습재료비 (체험+봉사 ""인당 만오천원"")
                        체험학습은 10명미만신청은 행사가진행되지 않습니다.(봉사는 가능합니다.)
                      계좌번호: 새마을금고 9002-1694-7133-8 함께사는사람들
                         상담문의: 진명희실장 010-4857-9821
  



",20180702,20181006,20180707 ~ 20181006,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,부산광역시,남구,부산광역시 연제구 거제천로9번길 8 8호 (사)부산밥퍼나눔공동체,35.1761864,129.069996
3083,F.F 봉사단 모집,삼안동 자원봉사캠프,삼안동,"Family 가족, Friend 친구 Free 자유 가족과 함께하는 시간이 적은 현대인들에게 좀 더 즐겁게! 자유롭게! 
가족들이 함께 하는 시간에 여행하듯 즐기면서 봉사하는 우리는 F.F 봉사단입니다~
친구봉사단도 가능해요~!""

 *봉사단 활동방법* 
1. 가족 모두 1365 가입하기 
2. 가입 완료 후 캠프에 봉사단 신청(전화 신청) 
    ※ 봉사단 이름 자유롭게 설정 
3. 자유롭게 봉사활동 후 인증샷 10건 이상 메시지 전송 
4 .단, 삼안동 관내에서 활동해 주세요~ 
   ※ 지속적인 활동 가능하신 가족과 친구단체만 지원바랍니다. 
   자세한 사항은 330-8499 삼안동 자원봉사 캠프로 전화주세요 캠프운영시간 : 오후 1시 ~ 5시 ",20180706,20181006,20180706 ~ 20181006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,경상남도,김해시,경상남도 김해시 활천로255번길 12 삼안동주민센터 1층,35.2438954,128.9072104
3084,삼안동 둘레자랑,삼안동 자원봉사캠프,삼안동 일대,"삼안동 마을유산답사기 삼안동이 가진 아름다움에 푹 빠져 보는 시간을 봉사시간과 함께~ 삼안동의 복지기관, 문화재, 삼방시장, 동네빵집, 맛집, 안경점, 예쁜 둘레길등등 삼안동의 여러시설이나 길, 경관등을 조사하여 지도 또는 북아트를 만들어 삼안동 캠프에 제출 시 봉사시간 부여 삼안동 캠프 운영시간 : 월~금 오후 13시~17시 055-330-8499",20180706,20181006,20180706 ~ 20181006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,경상남도,김해시,경상남도 김해시 활천로255번길 12 삼안동주민센터 1층,35.2438954,128.9072104
3085,악기지도 (통기타),새로핌지역아동센터,새로핌지역아동센터 내,"1. 통기타 지도 - 주 1회 또는 2회 가능 (월, 목, 토)
2. 피아노지도 - 주1,2회 (목,토)

기초부터 간단한 연주까지 지도 원함. 

반드시 사전에 연락 후 봉사활동 시작하길 원함.(연락처: 02-6015-6339 / 010-9920-0939)",20180709,20181006,20180709 ~ 20181006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,서대문구,서울특별시 서대문구  증가로 118 2층 새로핌지역아동센터,37.5771768,126.9245793
3086,수원시글로벌청소년드림센터 '이주배경청소년 뷰티 통합자원봉사단 멘토 자원봉사자 모집',수원시글로벌청소년드림센터,수원시글로벌청소년드림센터,"수원시글로벌청소년드림센터에서 통합자원봉사단 '뷰티' 멘토 자원봉사자를 모집합니다.
12월까지 진행되는 사업으로 매월 1주, 3주 토요일 10시~12시 진행됩니다.

이주배경청소년 및 한국청소년이 함께 모여 네일아트 강사에게 교육을 받은 후 지역행사와 양로원을 방문해 봉사활동을 진행합니다.
멘토 선생님들은 아이들 출결확인, 아이들 관리 등을 맡아 해주시면 됩니다.

관심이 있으신 20세 이상의 자원봉사자분은 연락주세요!
070-5105-8003 이혜수 사회복지사",20180724,20181006,20180804 ~ 20181006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,경기도,수원시,경기도 수원시 팔달구 팔달로 141 141번길 4,37.2744771,127.0019365
3087,따뜻한 지역사회 주민 지지체계 형성(식사배달서비스 배달봉사 모집),철산종합사회복지관,서비스가 필요한 가정,"1. 프로그램 소개
 - 지역주민들이 따뜻한 지지체계를 형성하여 식생활 지원을 필요로 하는 가정을 대상으로 주 6회(월~토) 식사서비스를 지원하는 봉사활동입니다.

2. 프로그램 활동 내용(활동 주기), 활동 시 봉사자의 역할, 봉사시간
  - 매주 5회(월~금), 최소 3달은 봉사가 가능한 분
    (요일 조정 가능 월,화,수-매주3일 / 목,금-매주2일 등)
  - 오전11시~13시(2시간)활동이 가능한 분
  - 단순한 배달봉사라기보다 거동이 어려운 어르신을 대상으로 식생활을 지원하는 서비스임으로 안부확인을 통한 특이사항 확인 및 책임감을 가지고 정기( 매주, 최소 3개월 이상) 활동 가능한 봉사자를 모집합니다. 
  - 신청은 유선 신청으로 모집합니다. 문의 최소라 사회복지사(02-6012-7091)",20180703,20181007,20180709 ~ 20181008,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,경기도,광명시,경기도 광명시 연서일로 4-3 ,37.4830403,126.8655483
3088,#NAME?,대구북구자원봉사센터,대구 북구 동북로 345 푸르지오A상가 501호,"*일시 : 2018.7.9~10.9  /10시~16시
*장소 : 행복한세상노인복지센터 (대구 북구 동북로 345 푸르지오A상가 501호)
*내용 : 주간보호센터내에 프로그램 진행보조 활동
*기타문의 : 행복한세상노인복지센터 053-958-3872
-- 꼭 신청후 방문 부탁드립니다 --",20180709,20181007,20180709 ~ 20181009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,대구광역시,북구,대구광역시 북구 3공단로14길 31 301호,35.8942803,128.5628477
3089,실업급여 신청자 안내 및 업무보조 등,전주고용센터,전주고용센터 2층 실업급여팀,"○ 내용: 실업급여 신청자 안내 및 업무보조 등 
○ 장소: 전주고용센터 2층 실업급여팀 
○ 담당: 문경남(063-270-9126) 
○ 기타 궁금한 사항은 한지영(063-270-9123)으로 연락주시기 바랍니다. 

※ 자원봉사 실시 최소 1주일전에는 신청해주세요!",20180610,20181008,20180710 ~ 20181009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,전라북도,전주시,전라북도 전주시 덕진구 태진로 114 ,35.8307895,127.1359104
3090,초등생 방과후 숙제 지도 및 학습활동 도우미 & 어린이집 일손 도우미,구립천일방과후어린이집,구립천일방과후어린이집 각 교실,"1. 일시 : 1~12월, 월~금요일
2. 대상 및 시간 : 초등1~6학년 (오후2~ 6시) 
3. 활동내용 : 숙제 지도 및 교과 학습활동 도우미 /어린이집 일손 도우미 
4. 봉사문의 : 구립천일방과후어린이집(☎ 02-472-7333) 

 **봉사를 신청하고 연락 없이 오지 않을 시 다음에는 봉사를 받지 않고 그동안 신청하신 것도 반려합니다.(봉사를 신청하고 오지 않는 것은 약속을 지키지 않는 것과 같다고 생각합니다. 정말 필요한 분들을 위한 것이니 많은 양해부탁드립니다)**",20180625,20181008,20180709 ~ 20181008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,서울특별시,강동구,서울특별시 강동구 구천면로42길 59 구립천일방과후어린이집,37.5449625,127.13679170000002
3091,어르신 말벗. 청결활동. 배식봉사.,구례원광복지센터,구례원광복지센터,어르신 말벗. 청결활동. 배식봉사 등,20180709,20181008,20180709 ~ 20181008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,전라남도,구례군,전라남도 구례군 구례읍 봉북리 1447-15,35.2166081,127.4654875
3092,"안산온누리복지센터-어르신 말벗,일상생활보조,환경정리,프로그램보조등",안산온누리복지센터,안산온누리복지센터-성안중학교 맞은편,"1. 봉사시간 : 09:00~18:00(최대8시간인정)
2. 봉사내용 : 어르신 말벗, 일상생활보조,환경정리,프로그램보조등
3. 모집대상 ; 성인, 청소년
4. 담당자 : 송윤정(사회복지사)
5. 장소 : 안산온누리복지센터내  (성안중학교 맞은편)",20180709,20181008,20180709 ~ 20181008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,경기도,안산시,경기도 안산시 상록구 용신로 228 5층,37.302015600000004,126.85276359999999
3093,사무행정 및 사무보조업무,충청북도장애인가족지원센터,센터,"사무행정 및 사무보조, 홈페이지 관리",20180709,20181008,20180709 ~ 20181008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,충청북도,청주시,충청북도 청주시 서원구 구룡산로372번길 5 새마을회관 3층 301호,36.617861100000006,127.4854616
